timestamp,container,cpu_pct,mem_usage,mem_pct,net_io,block_io
10:14:13,qa-gateway-1,20.96,238.5MiB on 768MiB,31.06,31.9MB on 38.7MB,0B on 365kB
10:14:13,qa-orderapi-1,35.71,385.2MiB on 1GiB,37.62,70.5MB on 58.8MB,0B on 262kB
10:14:13,qa-userapi-1,210.55,493.6MiB on 1GiB,48.20,13.8MB on 10.1MB,0B on 266kB
10:14:13,qa-eureka-1,0.87,213.9MiB on 512MiB,41.78,76.7kB on 552kB,0B on 283kB
10:14:13,qa-mysql-order-1,15.99,418.3MiB on 15.26GiB,2.68,28.7MB on 45MB,131kB on 459MB
10:14:13,qa-redis-1,1.71,7.023MiB on 15.26GiB,0.04,13.8MB on 9.31MB,0B on 2.23MB
10:14:13,qa-mysql-user-1,3.92,405.4MiB on 15.26GiB,2.59,4.66MB on 9.09MB,131kB on 318MB
10:14:13,qa-kafka-1,118.03,430.3MiB on 15.26GiB,2.75,3.14MB on 1.53MB,0B on 5.6MB
10:14:21,qa-k6-run-a4819b779e3c,9.14,127.7MiB on 15.26GiB,0.82,20.1MB on 13.7MB,0B on 0B
10:14:21,qa-gateway-1,12.51,238.8MiB on 768MiB,31.09,33.3MB on 40.3MB,0B on 365kB
10:14:21,qa-orderapi-1,40.91,385.4MiB on 1GiB,37.63,73.9MB on 61.5MB,0B on 262kB
10:14:21,qa-userapi-1,209.78,496.4MiB on 1GiB,48.47,14.3MB on 10.5MB,0B on 266kB
10:14:21,qa-eureka-1,0.78,214.1MiB on 512MiB,41.81,80.2kB on 565kB,0B on 283kB
10:14:21,qa-mysql-order-1,21.53,418.8MiB on 15.26GiB,2.68,29.9MB on 47.2MB,131kB on 464MB
10:14:21,qa-redis-1,4.09,7.164MiB on 15.26GiB,0.05,14.5MB on 9.87MB,0B on 2.23MB
10:14:21,qa-mysql-user-1,6.95,405.4MiB on 15.26GiB,2.59,4.81MB on 9.4MB,131kB on 318MB
10:14:21,qa-kafka-1,2.70,430.3MiB on 15.26GiB,2.75,3.25MB on 1.57MB,0B on 5.67MB
10:14:29,qa-k6-run-a4819b779e3c,7.73,129.4MiB on 15.26GiB,0.83,21MB on 14.2MB,0B on 0B
10:14:29,qa-gateway-1,12.55,238.8MiB on 768MiB,31.10,34.6MB on 41.9MB,0B on 377kB
10:14:29,qa-orderapi-1,40.37,385.3MiB on 1GiB,37.62,77.4MB on 64.3MB,0B on 274kB
10:14:29,qa-userapi-1,207.30,499.4MiB on 1GiB,48.77,14.8MB on 10.9MB,0B on 279kB
10:14:29,qa-eureka-1,1.49,214.1MiB on 512MiB,41.83,81.9kB on 584kB,0B on 295kB
10:14:29,qa-mysql-order-1,17.08,419MiB on 15.26GiB,2.68,31.3MB on 49.5MB,131kB on 470MB
10:14:29,qa-redis-1,1.76,7.422MiB on 15.26GiB,0.05,15.3MB on 10.4MB,0B on 2.23MB
10:14:29,qa-mysql-user-1,4.36,405.5MiB on 15.26GiB,2.59,4.97MB on 9.74MB,131kB on 319MB
10:14:29,qa-kafka-1,3.09,430.4MiB on 15.26GiB,2.75,3.37MB on 1.62MB,0B on 5.89MB
10:14:37,qa-k6-run-a4819b779e3c,7.79,129.4MiB on 15.26GiB,0.83,21.9MB on 14.7MB,0B on 0B
10:14:37,qa-gateway-1,10.89,239.3MiB on 768MiB,31.16,36MB on 43.7MB,0B on 377kB
10:14:37,qa-orderapi-1,36.86,385.4MiB on 1GiB,37.63,81.3MB on 67.3MB,0B on 274kB
10:14:37,qa-userapi-1,200.75,499.6MiB on 1GiB,48.79,15.4MB on 11.3MB,0B on 279kB
10:14:37,qa-eureka-1,4.46,214.3MiB on 512MiB,41.86,83kB on 596kB,0B on 295kB
10:14:37,qa-mysql-order-1,18.12,419.3MiB on 15.26GiB,2.68,32.7MB on 52.1MB,131kB on 475MB
10:14:37,qa-redis-1,1.87,7.531MiB on 15.26GiB,0.05,16.1MB on 11.1MB,0B on 4.34MB
10:14:37,qa-mysql-user-1,4.36,405.5MiB on 15.26GiB,2.59,5.14MB on 10.1MB,131kB on 320MB
10:14:37,qa-kafka-1,96.47,436.8MiB on 15.26GiB,2.79,3.47MB on 1.66MB,0B on 5.96MB
10:14:45,qa-k6-run-a4819b779e3c,8.71,129.4MiB on 15.26GiB,0.83,22.7MB on 15.2MB,0B on 0B
10:14:45,qa-gateway-1,21.27,239MiB on 768MiB,31.12,37.5MB on 45.4MB,0B on 389kB
10:14:45,qa-orderapi-1,39.85,386.1MiB on 1GiB,37.71,85.2MB on 70.4MB,0B on 287kB
10:14:45,qa-userapi-1,199.68,499.9MiB on 1GiB,48.82,15.9MB on 11.7MB,0B on 291kB
10:14:45,qa-eureka-1,3.36,214.4MiB on 512MiB,41.88,86.2kB on 615kB,0B on 307kB
10:14:45,qa-mysql-order-1,19.47,419.5MiB on 15.26GiB,2.68,34.1MB on 54.6MB,131kB on 481MB
10:14:45,qa-redis-1,2.07,7.668MiB on 15.26GiB,0.05,16.9MB on 11.7MB,0B on 4.34MB
10:14:45,qa-mysql-user-1,4.59,405.5MiB on 15.26GiB,2.59,5.32MB on 10.4MB,131kB on 321MB
10:14:45,qa-kafka-1,2.55,437MiB on 15.26GiB,2.80,3.61MB on 1.72MB,0B on 6.21MB
10:14:53,qa-k6-run-a4819b779e3c,7.73,129.5MiB on 15.26GiB,0.83,23.7MB on 15.8MB,0B on 0B
10:14:53,qa-gateway-1,11.25,239MiB on 768MiB,31.12,39MB on 47.1MB,0B on 389kB
10:14:53,qa-orderapi-1,38.38,385.8MiB on 1GiB,37.67,89.1MB on 73.5MB,0B on 287kB
10:14:53,qa-userapi-1,209.82,500.3MiB on 1GiB,48.86,16.4MB on 12.1MB,0B on 291kB
10:14:53,qa-eureka-1,0.79,214.7MiB on 512MiB,41.93,88.1kB on 628kB,0B on 307kB
10:14:53,qa-mysql-order-1,17.82,419.4MiB on 15.26GiB,2.68,35.4MB on 56.9MB,131kB on 486MB
10:14:53,qa-redis-1,1.83,7.824MiB on 15.26GiB,0.05,17.7MB on 12.4MB,0B on 4.34MB
10:14:53,qa-mysql-user-1,4.47,405.6MiB on 15.26GiB,2.59,5.48MB on 10.8MB,131kB on 321MB
10:14:53,qa-kafka-1,2.68,437MiB on 15.26GiB,2.80,3.73MB on 1.77MB,0B on 6.28MB
10:15:02,qa-k6-run-a4819b779e3c,7.68,129.6MiB on 15.26GiB,0.83,24.7MB on 16.4MB,0B on 0B
10:15:02,qa-gateway-1,11.50,238.8MiB on 768MiB,31.09,40.4MB on 48.9MB,0B on 401kB
10:15:02,qa-orderapi-1,40.08,386.2MiB on 1GiB,37.71,93.1MB on 76.7MB,0B on 299kB
10:15:02,qa-userapi-1,218.63,500.7MiB on 1GiB,48.89,17MB on 12.5MB,0B on 303kB
10:15:02,qa-eureka-1,0.81,214.7MiB on 512MiB,41.93,89.8kB on 646kB,0B on 319kB
10:15:02,qa-mysql-order-1,20.69,419.7MiB on 15.26GiB,2.69,37.1MB on 59.9MB,131kB on 493MB
10:15:02,qa-redis-1,4.15,8.039MiB on 15.26GiB,0.05,18.6MB on 13MB,0B on 4.34MB
10:15:02,qa-mysql-user-1,4.37,405.6MiB on 15.26GiB,2.59,5.64MB on 11.1MB,131kB on 323MB
10:15:02,qa-kafka-1,3.69,437MiB on 15.26GiB,2.80,3.86MB on 1.82MB,0B on 6.52MB
10:15:10,qa-k6-run-a4819b779e3c,15.99,130MiB on 15.26GiB,0.83,25.6MB on 16.9MB,0B on 0B
10:15:10,qa-gateway-1,13.24,238.8MiB on 768MiB,31.10,41.8MB on 50.6MB,0B on 414kB
10:15:10,qa-orderapi-1,48.19,386.1MiB on 1GiB,37.71,97MB on 79.7MB,0B on 311kB
10:15:10,qa-userapi-1,216.04,500.8MiB on 1GiB,48.91,17.5MB on 12.9MB,0B on 315kB
10:15:10,qa-eureka-1,0.76,217.6MiB on 512MiB,42.50,90.9kB on 658kB,0B on 332kB
10:15:10,qa-mysql-order-1,20.70,420.9MiB on 15.26GiB,2.69,38.5MB on 62.5MB,131kB on 500MB
10:15:10,qa-redis-1,2.26,8.398MiB on 15.26GiB,0.05,19.4MB on 13.7MB,0B on 4.34MB
10:15:10,qa-mysql-user-1,5.26,405.6MiB on 15.26GiB,2.60,5.83MB on 11.5MB,131kB on 324MB
10:15:10,qa-kafka-1,145.62,502.4MiB on 15.26GiB,3.21,3.97MB on 1.87MB,0B on 6.59MB
10:15:18,qa-k6-run-a4819b779e3c,9.09,130.1MiB on 15.26GiB,0.83,26.5MB on 17.4MB,0B on 0B
10:15:18,qa-gateway-1,12.74,238.9MiB on 768MiB,31.10,43.4MB on 52.5MB,0B on 414kB
10:15:18,qa-orderapi-1,83.64,386.1MiB on 1GiB,37.71,101MB on 82.7MB,0B on 311kB
10:15:18,qa-userapi-1,198.10,500.9MiB on 1GiB,48.92,18MB on 13.3MB,0B on 315kB
10:15:18,qa-eureka-1,15.91,218MiB on 512MiB,42.57,94.9kB on 677kB,0B on 332kB
10:15:18,qa-mysql-order-1,18.10,421.1MiB on 15.26GiB,2.69,40MB on 65.3MB,131kB on 507MB
10:15:18,qa-redis-1,2.02,8.297MiB on 15.26GiB,0.05,20.4MB on 14.4MB,0B on 4.34MB
10:15:18,qa-mysql-user-1,4.53,405.7MiB on 15.26GiB,2.60,6MB on 11.8MB,131kB on 325MB
10:15:18,qa-kafka-1,2.34,437.1MiB on 15.26GiB,2.80,4.09MB on 1.92MB,0B on 6.81MB
10:15:26,qa-k6-run-a4819b779e3c,8.79,132MiB on 15.26GiB,0.84,27.6MB on 18MB,0B on 0B
10:15:26,qa-gateway-1,12.61,239.2MiB on 768MiB,31.14,44.9MB on 54.3MB,0B on 426kB
10:15:26,qa-orderapi-1,44.91,386.5MiB on 1GiB,37.75,106MB on 86.5MB,0B on 324kB
10:15:26,qa-userapi-1,204.57,500.9MiB on 1GiB,48.92,18.5MB on 13.7MB,0B on 328kB
10:15:26,qa-eureka-1,1.15,218MiB on 512MiB,42.58,96.6kB on 696kB,0B on 344kB
10:15:26,qa-mysql-order-1,19.81,421.6MiB on 15.26GiB,2.70,41.7MB on 68.2MB,131kB on 513MB
10:15:26,qa-redis-1,2.15,8.68MiB on 15.26GiB,0.06,21.3MB on 15.2MB,0B on 4.34MB
10:15:26,qa-mysql-user-1,5.14,405.7MiB on 15.26GiB,2.60,6.19MB on 12.2MB,131kB on 325MB
10:15:26,qa-kafka-1,3.02,437.1MiB on 15.26GiB,2.80,4.21MB on 1.96MB,0B on 6.89MB
10:15:34,qa-k6-run-a4819b779e3c,8.69,132.2MiB on 15.26GiB,0.85,28.5MB on 18.5MB,0B on 0B
10:15:34,qa-gateway-1,11.51,238.9MiB on 768MiB,31.11,46.3MB on 56MB,0B on 426kB
10:15:34,qa-orderapi-1,39.05,387.2MiB on 1GiB,37.81,110MB on 90MB,0B on 324kB
10:15:34,qa-userapi-1,200.90,501.1MiB on 1GiB,48.94,19.1MB on 14.1MB,0B on 328kB
10:15:34,qa-eureka-1,0.72,220.8MiB on 512MiB,43.13,97.7kB on 708kB,0B on 344kB
10:15:34,qa-mysql-order-1,18.31,421.6MiB on 15.26GiB,2.70,43.3MB on 71.2MB,131kB on 521MB
10:15:34,qa-redis-1,1.77,8.586MiB on 15.26GiB,0.05,22.3MB on 16MB,0B on 4.34MB
10:15:34,qa-mysql-user-1,5.39,405.8MiB on 15.26GiB,2.60,6.39MB on 12.6MB,131kB on 326MB
10:15:34,qa-kafka-1,2.95,437.2MiB on 15.26GiB,2.80,4.36MB on 2.03MB,0B on 7.14MB
10:15:43,qa-gateway-1,0.08,238.6MiB on 768MiB,31.07,47.2MB on 57MB,0B on 459kB
10:15:43,qa-orderapi-1,24.00,387.2MiB on 1GiB,37.81,113MB on 92.2MB,0B on 348kB
10:15:43,qa-userapi-1,46.66,503.5MiB on 1GiB,49.17,21.9MB on 15.5MB,0B on 352kB
10:15:43,qa-eureka-1,4.95,220.8MiB on 512MiB,43.13,99.8kB on 726kB,0B on 365kB
10:15:43,qa-mysql-order-1,21.77,422.1MiB on 15.26GiB,2.70,44.6MB on 73.1MB,131kB on 532MB
10:15:43,qa-redis-1,0.33,8.656MiB on 15.26GiB,0.06,22.7MB on 16.3MB,0B on 4.34MB
10:15:43,qa-mysql-user-1,26.35,406.3MiB on 15.26GiB,2.60,7.6MB on 14.2MB,131kB on 334MB
10:15:43,qa-kafka-1,16.34,442.1MiB on 15.26GiB,2.83,4.57MB on 3.25MB,0B on 7.42MB
