timestamp,threads_connected,threads_running,questions,slow_queries
10:10:38,11	2	454	0
10:10:46,11	2	2769	0
10:10:55,11	6	6807	0
10:11:03,11	2	11019	0
10:11:11,11	2	14954	0
10:11:19,11	2	19349	0
10:11:27,11	2	23923	0
10:11:35,11	2	28803	0
10:11:44,11	3	33566	0
10:11:52,11	2	38655	0
10:12:00,11	3	43619	0
10:12:09,11	2	48579	0
10:12:17,11	2	54010	0
10:12:25,11	2	59624	0
10:12:34,11	2	65140	0
10:12:42,11	2	70602	0
10:12:50,11	2	76374	0
10:12:59,11	5	82009	0
10:13:07,11	4	88062	0
10:13:15,11	3	94318	0
10:13:23,11	3	100650	0
10:13:32,11	4	106868	0
10:13:40,11	2	112631	0
10:13:48,11	2	119035	0
10:13:56,11	2	125677	0
10:14:04,11	2	132476	0
10:14:13,11	2	138956	0
10:14:21,11	2	145278	0
10:14:29,11	2	151756	0
10:14:37,11	2	158594	0
10:14:45,11	2	165679	0
10:14:53,11	2	172797	0
10:15:02,11	2	180026	0
10:15:10,11	2	186863	0
10:15:18,11	2	194622	0
10:15:26,11	2	202312	0
10:15:34,11	6	210342	0
10:15:43,11	2	216334	0
