timestamp,threads_connected,threads_running,questions
08:25:24,41	2	676127
08:25:31,41	2	676246
08:25:39,41	2	676361
08:25:46,41	2	676484
08:25:53,41	2	676603
08:26:00,41	16	692697
08:26:07,41	17	781978
08:26:14,41	14	886406
08:26:21,41	15	988979
08:26:29,41	9	1094265
08:26:36,41	20	1210037
08:26:43,41	8	1322315
08:26:51,41	10	1431766
08:26:58,41	4	1510058
08:27:05,41	6	1511460
08:27:12,41	5	1512047
08:27:19,41	7	1512928
08:27:26,41	3	1514315
08:27:33,41	2	1523779
08:27:40,41	3	1535689
08:27:48,41	2	1547558
08:27:55,41	3	1559703
08:28:02,41	3	1572186
