timestamp,threads_connected,threads_running,questions
16:17:15,21	2	665552
16:17:23,21	2	665619
16:17:31,22	2	665682
16:17:39,21	2	665749
16:17:47,21	13	671410
16:17:54,21	4	713506
16:18:02,21	10	762424
16:18:11,21	5	812348
16:18:19,21	17	860832
16:18:27,21	8	904467
16:18:34,21	21	948978
16:18:42,21	8	991052
16:18:51,21	18	1040177
16:18:59,21	2	1088861
16:19:07,21	15	1129582
16:19:14,21	9	1179330
16:19:23,21	12	1230129
16:19:31,21	2	1279763
16:19:39,21	2	1329238
16:19:47,21	2	1377859
16:19:55,21	3	1425831
16:20:03,21	9	1474942
16:20:12,21	3	1496601
16:20:20,21	3	1504440
